RegionName,State,Metro,avg_rent
Deerfield Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1743.2700138229093
Little River,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1742.925892137212
Saint Cloud,FL,"Orlando-Kissimmee-Sanford, FL",1742.642804764736
Fernley,NV,"Fallon, NV",1742.1586140071574
Mableton,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1740.933172925788
Lauderdale Lakes,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1740.3104584478883
Horsham,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1740.0
Elgin,TX,"Austin-Round Rock-Georgetown, TX",1738.7643822703194
Scottsdale,AZ,"Phoenix-Mesa-Chandler, AZ",1737.7071540054646
Millersville,PA,"Lancaster, PA",1737.5
Stratmoor,CO,"Colorado Springs, CO",1736.8032634279066
Dallas,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1736.633218246976
Elk Grove Village,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1736.4541899296164
Ramsey,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1735.9838927048322
Sun City,AZ,"Phoenix-Mesa-Chandler, AZ",1734.882895100264
Valrico,FL,"Tampa-St. Petersburg-Clearwater, FL",1732.8947137999373
Grain Valley,MO,"Kansas City, MO-KS",1732.8636272959243
Longs,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1732.4873657063572
Medina,OH,"Cleveland-Elyria, OH",1732.2845019627957
Inver Grove Heights,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1731.7983962345293
Coral Springs,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1731.5414528987383
Riviera Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1731.2938897860479
Zephyrhills,FL,"Tampa-St. Petersburg-Clearwater, FL",1730.9618406347429
North Miami,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1730.8409613538972
Naugatuck,CT,"New Haven-Milford, CT",1730.1971151742773
Webster,MA,"Worcester, MA-CT",1730.0346850400902
Chehalis,WA,"Centralia, WA",1729.9401111654643
Matteson,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1728.8956425993579
Wilsonville,OR,"Portland-Vancouver-Hillsboro, OR-WA",1728.871984503846
Montrose,CO,"Montrose, CO",1728.0098637501749
Cockeysville,MD,"Baltimore-Columbia-Towson, MD",1727.8635730241556
Nazareth,PA,"Allentown-Bethlehem-Easton, PA-NJ",1727.656769573889
Tucker,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1727.1530146131834
Lebanon,OH,"Cincinnati, OH-KY-IN",1726.4143136938592
Pompano Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1725.9921599234985
Gurnee,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1725.6586788106752
Los Lunas,NM,"Albuquerque, NM",1725.5765363014493
Savage,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1725.5633067152146
Springdale,OH,"Cincinnati, OH-KY-IN",1725.508744532625
Mt Laurel Township,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1725.5061313508545
Clovis,CA,"Fresno, CA",1725.3741001391165
Hutto,TX,"Austin-Round Rock-Georgetown, TX",1725.036465575751
Irvington,NJ,"New York-Newark-Jersey City, NY-NJ-PA",1725.0013438844571
Brunswick,OH,"Cleveland-Elyria, OH",1725.0
Auburndale,FL,"Lakeland-Winter Haven, FL",1724.5606747343306
Obetz,OH,"Columbus, OH",1724.0
Blacksburg,VA,"Blacksburg-Christiansburg, VA",1723.1588793965022
De Forest,WI,"Madison, WI",1723.0
Lombard,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1722.9716677685833
Lumberton,TX,"Beaumont-Port Arthur, TX",1722.5
Centennial,CO,"Denver-Aurora-Lakewood, CO",1722.4618336037393
Royal Oak,MI,"Detroit-Warren-Dearborn, MI",1722.2654788893972
Huntington,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1722.2031169231077
Lowell,MA,"Boston-Cambridge-Newton, MA-NH",1722.0157810846765
Batavia,OH,"Cincinnati, OH-KY-IN",1721.8137914226709
Apopka,FL,"Orlando-Kissimmee-Sanford, FL",1721.4719960442678
Loganville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1721.0036874382897
Zionsville,IN,"Indianapolis-Carmel-Anderson, IN",1719.9711722019053
Coeur d'Alene,ID,"Coeur d'Alene, ID",1719.589476598234
Sugar Land,TX,"Houston-The Woodlands-Sugar Land, TX",1719.3899846502125
Gahanna,OH,"Columbus, OH",1718.6924066310555
Leawood,KS,"Kansas City, MO-KS",1717.2614578600069
Temple,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1717.100121670174
Villa Rica,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1716.8155445720427
Kentwood,MI,"Grand Rapids-Kentwood, MI",1716.449946855701
Saratoga Springs,NY,"Albany-Schenectady-Troy, NY",1716.2373053806227
Missouri City,TX,"Houston-The Woodlands-Sugar Land, TX",1716.0876170071567
Fayetteville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1715.9143182155958
Blaine,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1715.8157705566773
King George,VA,,1714.4502298591588
Brighton,CO,"Denver-Aurora-Lakewood, CO",1712.735497755328
Davidson,NC,"Charlotte-Concord-Gastonia, NC-SC",1712.6290522507747
New Richmond,WI,"Minneapolis-St. Paul-Bloomington, MN-WI",1711.3924526795352
Collierville,TN,"Memphis, TN-MS-AR",1710.6631761794736
Land O Lakes,FL,"Tampa-St. Petersburg-Clearwater, FL",1709.9556881739957
Colchester,CT,"Norwich-New London, CT",1709.9085722687191
Aurora,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1708.3895997594468
Cohoes,NY,"Albany-Schenectady-Troy, NY",1708.0621788065087
Prescott,AZ,"Prescott Valley-Prescott, AZ",1707.335554453012
Buford,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1707.2018800816188
Tipp City,OH,"Dayton-Kettering, OH",1707.147801457594
Kenner,LA,"New Orleans-Metairie, LA",1707.054494656925
Affton,MO,"St. Louis, MO-IL",1706.4187519410445
Margaret,AL,"Birmingham-Hoover, AL",1705.8333333333337
Alpharetta,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1705.3724549830697
Happy Valley,OR,"Portland-Vancouver-Hillsboro, OR-WA",1705.2878537935642
Lynnwood,WA,"Seattle-Tacoma-Bellevue, WA",1705.2442195824578
Saint Helens,OR,"Portland-Vancouver-Hillsboro, OR-WA",1704.1404570404297
North East,MD,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1703.6263431248528
Atlantic City,NJ,"Atlantic City-Hammonton, NJ",1703.340788485344
Hollywood,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1702.242840098478
Springtown,TX,"Dallas-Fort Worth-Arlington, TX",1701.9845968292138
Wadsworth,OH,"Cleveland-Elyria, OH",1699.8333333333337
Wasilla,AK,"Anchorage, AK",1699.7074830199213
Puyallup,WA,"Seattle-Tacoma-Bellevue, WA",1699.6947843719254
Orange,NJ,"New York-Newark-Jersey City, NY-NJ-PA",1699.1800176204838
Sheridan,CO,"Denver-Aurora-Lakewood, CO",1698.3621164390709
Westchase,FL,"Tampa-St. Petersburg-Clearwater, FL",1698.1120427601606
Liberty Lake,WA,"Spokane-Spokane Valley, WA",1697.6089466772735
Conley,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1697.0857587422063
Forest Park,OH,"Cincinnati, OH-KY-IN",1696.973958584028
Owens Cross Roads,AL,"Huntsville, AL",1695.7687098652432
East Providence,RI,"Providence-Warwick, RI-MA",1694.1943482610689
Surfside Beach,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1693.0137801546423
Carson City,NV,"Carson City, NV",1693.00738470276
Portland,ME,"Portland-South Portland, ME",1692.7383960995405
West Fargo,ND,"Fargo, ND-MN",1691.6608781988928
Albany,OR,"Albany-Lebanon, OR",1689.0387697050228
Brownstown,MI,"Detroit-Warren-Dearborn, MI",1688.4025460711582
Leesburg,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1687.7758029226263
Lisle,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1687.7493121882153
Channelview,TX,"Houston-The Woodlands-Sugar Land, TX",1687.5
Florence,AZ,"Phoenix-Mesa-Chandler, AZ",1686.945143852819
Cumming,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1685.4784324841007
Garden City,ID,"Boise City, ID",1685.38808254643
Springville,UT,"Provo-Orem, UT",1682.8138880283732
Coolidge,AZ,"Phoenix-Mesa-Chandler, AZ",1681.2574238977575
Clermont,FL,"Orlando-Kissimmee-Sanford, FL",1680.1731153322542
Bixby,OK,"Tulsa, OK",1679.3684235904182
Fairbanks,AK,"Fairbanks, AK",1677.685197291986
West Hartford,CT,"Hartford-East Hartford-Middletown, CT",1677.632678580873
Richmond Hill,GA,"Savannah, GA",1677.508110978393
Bensenville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1677.5
Helena,AL,"Birmingham-Hoover, AL",1677.3891541593941
Bonaire,GA,"Warner Robins, GA",1677.1142788458253
Ellensburg,WA,"Ellensburg, WA",1676.9292359414767
Ashland City,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",1676.2496790876753
Lacey,WA,"Olympia-Lacey-Tumwater, WA",1676.24053112748
Newburgh,NY,"Poughkeepsie-Newburgh-Middletown, NY",1676.127667080674
Southern Pines,NC,"Pinehurst-Southern Pines, NC",1675.9930246656827
Crystal Lake,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1675.911373142147
Evans,GA,"Augusta-Richmond County, GA-SC",1675.81447043704
Chaska,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1675.786696165507
Bayonne,NJ,"New York-Newark-Jersey City, NY-NJ-PA",1675.519538108787
Kings Mountain,NC,"Shelby, NC",1675.4768922822095
Loveland,OH,"Cincinnati, OH-KY-IN",1675.3011212134884
Brunswick,GA,"Brunswick, GA",1675.1573801470129
East Riverdale,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1675.0666666666666
Winterville,GA,"Athens-Clarke County, GA",1675.0
Sartell,MN,"St. Cloud, MN",1674.9957749015
West Chester,OH,"Cincinnati, OH-KY-IN",1674.8549330669246
Corinth,TX,"Dallas-Fort Worth-Arlington, TX",1674.4872119975366
Glendale,CO,"Denver-Aurora-Lakewood, CO",1674.4695187951688
Port Royal,SC,"Hilton Head Island-Bluffton, SC",1673.414691976146
Forney,TX,"Dallas-Fort Worth-Arlington, TX",1673.2209188563359
Rochester,NH,"Boston-Cambridge-Newton, MA-NH",1673.1507442821548
Spotsylvania,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1672.9921551663238
East Haven,CT,"New Haven-Milford, CT",1672.7847389226822
Fairburn,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1672.5291557631433
Southgate,MI,"Detroit-Warren-Dearborn, MI",1671.9124213809375
Riverview,FL,"Tampa-St. Petersburg-Clearwater, FL",1671.6816184966324
Apollo Beach,FL,"Tampa-St. Petersburg-Clearwater, FL",1671.072142946183
Columbus,NE,"Columbus, NE",1670.0
Wenatchee,WA,"Wenatchee, WA",1669.836446719555
Brownsburg,IN,"Indianapolis-Carmel-Anderson, IN",1669.753595609064
Shoreline,WA,"Seattle-Tacoma-Bellevue, WA",1669.032005303931
Falling Waters,WV,"Hagerstown-Martinsburg, MD-WV",1668.5803733575567
La Marque,TX,"Houston-The Woodlands-Sugar Land, TX",1668.3912709573906
Easton,PA,"Allentown-Bethlehem-Easton, PA-NJ",1668.3126733612778
Oviedo,FL,"Orlando-Kissimmee-Sanford, FL",1668.0204499652707
Leander,TX,"Austin-Round Rock-Georgetown, TX",1667.9057749996673
Kissimmee,FL,"Orlando-Kissimmee-Sanford, FL",1667.2325713680625
Glendale,WI,"Milwaukee-Waukesha, WI",1666.9564012486262
Santa Rosa Beach,FL,"Crestview-Fort Walton Beach-Destin, FL",1666.836429227333
Bryant,AR,"Little Rock-North Little Rock-Conway, AR",1665.0
Tuckahoe,VA,"Richmond, VA",1664.6083025349385
Edina,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1664.6048155733922
Halethorpe,MD,"Baltimore-Columbia-Towson, MD",1664.564313583104
Cottage Grove,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1664.5171569331385
Brookhaven,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1664.1059645355706
Panama City,FL,"Panama City, FL",1663.9910175206612
Des Plaines,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1663.895036733105
Mason,OH,"Cincinnati, OH-KY-IN",1662.3507840420586
Odenville,AL,"Birmingham-Hoover, AL",1661.7662368485508
Arvada,CO,"Denver-Aurora-Lakewood, CO",1661.1460170332775
Leavenworth,WA,"Wenatchee, WA",1661.0818086974873
Polk City,FL,"Lakeland-Winter Haven, FL",1660.4287916041158
Cleveland,TX,"Houston-The Woodlands-Sugar Land, TX",1660.3380719268966
Mount Holly,NC,"Charlotte-Concord-Gastonia, NC-SC",1660.3229936492385
Aberdeen,MD,"Baltimore-Columbia-Towson, MD",1660.0295812328766
Saint Anthony,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1659.6542747478534
Minnetonka,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1659.3744933701805
Prairie Village,KS,"Kansas City, MO-KS",1659.1058254633756
Thomasville,GA,"Thomasville, GA",1658.9197510139377
Kent,OH,"Akron, OH",1658.5590097798504
Statesville,NC,"Charlotte-Concord-Gastonia, NC-SC",1657.7145437441973
Brooklyn Center,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1657.5349503814778
Sauk Village,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1657.5
Kelso,WA,"Longview, WA",1657.3815249386034
Waukee,IA,"Des Moines-West Des Moines, IA",1657.082979556822
Fitchburg,MA,"Worcester, MA-CT",1657.0221898816824
Louisville,OH,"Canton-Massillon, OH",1656.955575185197
Bartlett,TN,"Memphis, TN-MS-AR",1656.5873270003065
Twin Falls,ID,"Twin Falls, ID",1656.5390792943454
Havre de Grace,MD,"Baltimore-Columbia-Towson, MD",1655.9218112205265
Fitchburg,WI,"Madison, WI",1655.1102922416273
College Park,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1654.3873664392165
Springfield,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",1654.0777918513545
Lake Oswego,OR,"Portland-Vancouver-Hillsboro, OR-WA",1653.9313173040237
Rossville,MD,"Baltimore-Columbia-Towson, MD",1652.941440469278
Middleton,WI,"Madison, WI",1652.8929423240243
Dayton,NV,"Fernley, NV",1652.7883946565812
Dearborn,MI,"Detroit-Warren-Dearborn, MI",1651.8609801261637
Cameron,NC,"Fayetteville, NC",1651.8081079517942
Andover,KS,"Wichita, KS",1651.6547309069153
Sacramento,CA,"Sacramento-Roseville-Folsom, CA",1651.3351380191507
Willis,TX,"Houston-The Woodlands-Sugar Land, TX",1651.2310996296733
Cranberry Township,PA,"Pittsburgh, PA",1651.0218802113632
Suitland-Silver Hill,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1650.7564209180362
Brooklyn Park,MD,"Baltimore-Columbia-Towson, MD",1650.6779267706918
Harrah,OK,"Oklahoma City, OK",1650.0
Merriam,KS,"Kansas City, MO-KS",1650.0
Post Falls,ID,"Coeur d'Alene, ID",1649.0049088275732
Abingdon,MD,"Baltimore-Columbia-Towson, MD",1648.9143399363813
Denver,NC,"Charlotte-Concord-Gastonia, NC-SC",1648.8443732227176
Fuquay Varina,NC,"Fayetteville, NC",1648.6240725099042
Gilbert,AZ,"Phoenix-Mesa-Chandler, AZ",1648.5111473446314
Palm Springs,CA,"Riverside-San Bernardino-Ontario, CA",1647.748165907431
Painesville,OH,"Cleveland-Elyria, OH",1647.7039743355058
McKinleyville,CA,"Eureka-Arcata, CA",1647.5531213946983
Davenport,FL,"Lakeland-Winter Haven, FL",1647.5322054698076
Ormond Beach,FL,"Deltona-Daytona Beach-Ormond Beach, FL",1647.514373953622
Magna,UT,"Salt Lake City, UT",1645.4267736987545
Delaware,OH,"Columbus, OH",1643.912225344963
Lake Worth Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1643.7478026449426
Jenks,OK,"Tulsa, OK",1643.4812802187853
Garrison,MD,"Baltimore-Columbia-Towson, MD",1643.4194685748341
Tyrone,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1643.1881886604845
Glendale Heights,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1640.3136085399433
East Highland Park,VA,"Richmond, VA",1639.6703460550118
Old Town,ME,"Bangor, ME",1639.5621678284256
Port Richey,FL,"Tampa-St. Petersburg-Clearwater, FL",1639.5251692598447
Litchfield Park,AZ,"Phoenix-Mesa-Chandler, AZ",1639.1238978485212
Tulare,CA,"Visalia, CA",1638.903705292788
Denver,CO,"Denver-Aurora-Lakewood, CO",1638.7732967215902
Jenkintown,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1638.6587241438936
Newark,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1637.7858878066465
Towson,MD,"Baltimore-Columbia-Towson, MD",1637.7719538210922
Coppell,TX,"Dallas-Fort Worth-Arlington, TX",1637.6880286765158
Charleston,SC,"Charleston-North Charleston, SC",1637.676695794434
Pagosa Springs,CO,,1637.5
Hillsboro,OR,"Portland-Vancouver-Hillsboro, OR-WA",1637.4856949764792
Franklinton,NC,"Raleigh-Cary, NC",1637.25
Littleton,CO,"Denver-Aurora-Lakewood, CO",1637.0119476233322
Claremont,NH,"Lebanon, NH-VT",1637.0
Cypress,TX,"Houston-The Woodlands-Sugar Land, TX",1636.7170341702843
White Bear Lake,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1636.1409900477665
Mission,TX,"McAllen-Edinburg-Mission, TX",1635.3788978292039
Thornton,CO,"Denver-Aurora-Lakewood, CO",1634.537058579339
Lake Mary,FL,"Orlando-Kissimmee-Sanford, FL",1634.2961677339533
Seminole,FL,"Tampa-St. Petersburg-Clearwater, FL",1634.1727329001515
Eagle Pass,TX,"Eagle Pass, TX",1633.1760429147726
Newcastle,OK,"Oklahoma City, OK",1632.5444061272422
Wolfforth,TX,"Lubbock, TX",1632.278766477867
Brooksville,FL,"Tampa-St. Petersburg-Clearwater, FL",1632.255202122344
South Ogden,UT,"Ogden-Clearfield, UT",1632.1268385893231
Franklin,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",1631.9036776117978
Fort Mill,SC,"Charlotte-Concord-Gastonia, NC-SC",1631.645269193802
Milton,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1630.8465382358083
Azle,TX,"Dallas-Fort Worth-Arlington, TX",1630.824770431398
Lutz,FL,"Tampa-St. Petersburg-Clearwater, FL",1629.57840338848
Lovejoy,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1629.3018495292963
New Albany,OH,"Columbus, OH",1628.8064155181337
Katy,TX,"Houston-The Woodlands-Sugar Land, TX",1628.5891187388875
Keene,NH,"Keene, NH",1627.81202582484
Hoffman Estates,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1627.778282494997
Beverly Hills,FL,"Homosassa Springs, FL",1627.3180257693123
Piedmont,OK,"Oklahoma City, OK",1627.311094462037
Hope Mills,NC,"Fayetteville, NC",1626.5290460653641
Clementon,NJ,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1625.6825840020276
West Palm Beach,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1625.0476794146703
Victorville,CA,"Riverside-San Bernardino-Ontario, CA",1624.6174532415207
Apple Valley,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1624.449443285897
East Lansing,MI,"Lansing-East Lansing, MI",1623.75
Hatfield,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1623.3967156512074
Bel Air,MD,"Baltimore-Columbia-Towson, MD",1622.9993396773755
Farmington,UT,"Ogden-Clearfield, UT",1622.9842882569442
Westfield,IN,"Indianapolis-Carmel-Anderson, IN",1622.968896602673
Knightdale,NC,"Raleigh-Cary, NC",1622.7416369964146
Northview,MI,"Grand Rapids-Kentwood, MI",1622.0
Valparaiso,IN,"Chicago-Naperville-Elgin, IL-IN-WI",1621.3996979494198
Winchester,VA,"Winchester, VA-WV",1621.3569908451996
Pittsboro,NC,"Durham-Chapel Hill, NC",1621.0969918165843
Rockcreek,OR,"Portland-Vancouver-Hillsboro, OR-WA",1620.7884991938008
Woodbury,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",1620.1297417292742
Youngtown,AZ,"Phoenix-Mesa-Chandler, AZ",1620.0
Benbrook,TX,"Dallas-Fort Worth-Arlington, TX",1619.453188548716
Naperville,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1619.3699803297875
Suwanee,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1618.9358292802362
Martinez,GA,"Augusta-Richmond County, GA-SC",1618.7245984102287
Germantown,WI,"Milwaukee-Waukesha, WI",1618.0143053115505
Kennedale,TX,"Dallas-Fort Worth-Arlington, TX",1617.61406533445
Brookwood,AL,"Tuscaloosa, AL",1617.5
Fort Washington,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1617.2653805822413
Sunbury,OH,"Columbus, OH",1617.1342445510545
Westminster,MD,"Baltimore-Columbia-Towson, MD",1616.6598629125285
Cantonment,FL,"Pensacola-Ferry Pass-Brent, FL",1616.3613230816482
Hawthorne,CA,"Los Angeles-Long Beach-Anaheim, CA",1616.3476337030306
Rochester Hills,MI,"Detroit-Warren-Dearborn, MI",1615.6058370616795
Northampton,PA,"Allentown-Bethlehem-Easton, PA-NJ",1615.2941670865275
Vestavia Hills,AL,"Birmingham-Hoover, AL",1615.1698811677736
Bensalem,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1614.0832613218495
Midvale,UT,"Salt Lake City, UT",1614.0430496968265
Santa Fe,NM,"Santa Fe, NM",1613.7766847064433
Park Forest,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1613.4897228240955
Tualatin,OR,"Portland-Vancouver-Hillsboro, OR-WA",1613.3069740437732
Beltsville,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1613.173133063081
Cranston,RI,"Providence-Warwick, RI-MA",1612.3121145924615
North Lauderdale,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",1611.8741532881772
Englewood,CO,"Denver-Aurora-Lakewood, CO",1611.5921593129917
Cape Coral,FL,"Cape Coral-Fort Myers, FL",1611.4862407071723
Loveland,CO,"Fort Collins, CO",1611.334674693543
Maitland,FL,"Orlando-Kissimmee-Sanford, FL",1610.2918525487846
Hendersonville,NC,"Asheville, NC",1610.2473551411783
Woodburn,OR,"Salem, OR",1610.0
Nottingham,MD,"Baltimore-Columbia-Towson, MD",1609.7781388368765
Eustis,FL,"Orlando-Kissimmee-Sanford, FL",1609.1513713609188
Wentzville,MO,"St. Louis, MO-IL",1608.6754304695928
Auburn,WA,"Seattle-Tacoma-Bellevue, WA",1608.0784541498554
Carrboro,NC,"Durham-Chapel Hill, NC",1607.1125602389857
Rockwall,TX,"Dallas-Fort Worth-Arlington, TX",1607.0834573268494
Stuart,FL,"Port St. Lucie, FL",1605.9308187985307
Pasco,WA,"Kennewick-Richland, WA",1605.6631776083454
Hampton,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1605.3017663336025
Chester,VA,"Richmond, VA",1604.827680747797
Bluffton,SC,"Hilton Head Island-Bluffton, SC",1604.6354099886294
American Fork,UT,"Provo-Orem, UT",1604.4193426172249
Germantown,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",1603.9217885740272
Lawrenceville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1602.7290809936
Brown Deer,WI,"Milwaukee-Waukesha, WI",1602.1666666666663
Payson,UT,"Provo-Orem, UT",1601.9152907141654
Vinings,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1601.8806636701108
Bella Vista,AR,"Fayetteville-Springdale-Rogers, AR",1601.6357891115379
Lincolnton,NC,"Charlotte-Concord-Gastonia, NC-SC",1601.5210089686807
Federal Heights,CO,"Denver-Aurora-Lakewood, CO",1601.318376852813
Spanish Fort,AL,"Daphne-Fairhope-Foley, AL",1601.0202786058744
Snellville,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1600.9041323487681
Burlington,VT,"Burlington-South Burlington, VT",1600.8957396497362
Sixteen Mile Stand,OH,"Cincinnati, OH-KY-IN",1600.5455020072723
Stroudsburg,PA,"East Stroudsburg, PA",1600.2764780688203
Ruskin,FL,"Tampa-St. Petersburg-Clearwater, FL",1600.0816422109515
Crowley,TX,"Dallas-Fort Worth-Arlington, TX",1600.0493118579259
Plainfield,CT,"Worcester, MA-CT",1600.0
Easton,MD,"Easton, MD",1600.0
Dickinson,ND,"Dickinson, ND",1599.625
Westmont,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1599.073207593601
State College,PA,"State College, PA",1598.1236379926474
Longmont,CO,"Boulder, CO",1597.6346314887883
Newark,NJ,"New York-Newark-Jersey City, NY-NJ-PA",1597.4035124219888
Alabaster,AL,"Birmingham-Hoover, AL",1597.2879900420846
Farmington,AR,"Fayetteville-Springdale-Rogers, AR",1596.9543595091254
Fountain,CO,"Colorado Springs, CO",1596.6447241485878
Fenton,MO,"St. Louis, MO-IL",1596.3432674146832
Grants Pass,OR,"Grants Pass, OR",1596.0915380925137
Lansdale,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1596.0335630411855
Allendale,MI,"Grand Rapids-Kentwood, MI",1596.0
Horizon City,TX,"El Paso, TX",1595.7296305134944
Cullman,AL,"Cullman, AL",1595.0
Travelers Rest,SC,"Greenville-Anderson, SC",1595.0
Forest,VA,"Lynchburg, VA",1594.36282072923
Elgin,SC,"Columbia, SC",1594.3363195457528
Dalton,GA,"Dalton, GA",1593.9633711618173
Groves,TX,"Beaumont-Port Arthur, TX",1593.5948061435106
Boiling Springs,SC,"Spartanburg, SC",1593.2726546041702
Marrero,LA,"New Orleans-Metairie, LA",1592.7611609564367
Sanford,NC,"Sanford, NC",1592.5600786265506
Tomball,TX,"Houston-The Woodlands-Sugar Land, TX",1592.3908456132608
Willow Park,TX,"Dallas-Fort Worth-Arlington, TX",1592.2769954080522
Chesterfield,MO,"St. Louis, MO-IL",1590.8075289419646
Hudson Oaks,TX,"Dallas-Fort Worth-Arlington, TX",1590.6873849410288
Tampa,FL,"Tampa-St. Petersburg-Clearwater, FL",1590.5728428081857
Kernersville,NC,"Winston-Salem, NC",1590.5547441001315
Meridian,ID,"Boise City, ID",1589.302736318305
Phoenixville,PA,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",1589.1938270244384
Kent,WA,"Seattle-Tacoma-Bellevue, WA",1589.1740263027573
Locust Grove,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1588.3555877287338
Chamblee,GA,"Atlanta-Sandy Springs-Alpharetta, GA",1587.7088200059961
Arnold,MO,"St. Louis, MO-IL",1586.6272467902816
Titusville,FL,"Palm Bay-Melbourne-Titusville, FL",1586.4013820941009
Catonsville,MD,"Baltimore-Columbia-Towson, MD",1585.9297021715417
Leominster,MA,"Worcester, MA-CT",1585.319283309752
Security-Widefield,CO,"Colorado Springs, CO",1584.8802873907339
California City,CA,"Bakersfield, CA",1584.4868069478616
Chicago Ridge,IL,"Chicago-Naperville-Elgin, IL-IN-WI",1584.058351379038
Conway,SC,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1583.8353659220536
Morristown,TN,"Morristown, TN",1582.400090460993
Perrysburg,OH,"Toledo, OH",1581.9020568102337
